year,price,,,
"Dec
2020",191.87,CLT,ATL,226
"Dec
2020",233.66,CLT,ATL,226
"Jan
2021",235.66,CLT,ATL,226
"Jan
2021",107.66,CLT,ATL,226
"Jan
2021",110.66,CLT,ATL,226
"Jan
2021",2434.87,CLT,ATL,226
"Feb
2021",90.89,CLT,ATL,226
"Mar
2021",180.87,CLT,ATL,226
"Mar
2021",176.66,CLT,ATL,226
"Mar
2021",100.89,CLT,ATL,226
"Apr
2021",80.89,CLT,ATL,226
"Apr
2021",168.87,CLT,ATL,226
"Apr
2021",80.89,CLT,ATL,226
"May
2021",89.89,CLT,ATL,226
"May
2021",164.66,CLT,ATL,226
"May
2021",364.85,CLT,ATL,226
"Jun
2021",270.85,CLT,ATL,226
"Jun
2021",269.85,CLT,ATL,226
"Jun
2021",230.85,CLT,ATL,226
"Jul
2021",274.85,CLT,ATL,226
"Jul
2021",290.85,CLT,ATL,226
"Jul
2021",260.86,CLT,ATL,226
"Aug
2021",260.86,CLT,ATL,226
"Aug
2021",158.87,CLT,ATL,226
year,price,,,
"Mar
2009",281.4,CLT,BNA,328
"Aug
2009",372.4,CLT,BNA,328
"Jan
2010",364,CLT,BNA,328
"Feb
2010",370,CLT,BNA,328
"Mar
2010",390,CLT,BNA,328
"Apr
2010",499.3,CLT,BNA,328
"Apr
2010",370,CLT,BNA,328
year,price,,,
"Nov
2020",107.66,CLT,BOS,728
"Nov
2020",119.66,CLT,BOS,728
"Nov
2020",276.66,CLT,BOS,728
"Dec
2020",167.66,CLT,BOS,728
"Dec
2020",103.66,CLT,BOS,728
"Dec
2020",225.66,CLT,BOS,728
"Jan
2021",62.66,CLT,BOS,728
"Feb
2021",85.26,CLT,BOS,728
"Feb
2021",77.89,CLT,BOS,728
"Mar
2021",81.89,CLT,BOS,728
"Mar
2021",81.89,CLT,BOS,728
"Apr
2021",590.39,CLT,BOS,728
"Apr
2021",91.89,CLT,BOS,728
"Apr
2021",81.89,CLT,BOS,728
"May
2021",213.87,CLT,BOS,728
"May
2021",304.89,CLT,BOS,728
"Jun
2021",232.85,CLT,BOS,728
"Jun
2021",542.87,CLT,BOS,728
"Jul
2021",369.55,CLT,BOS,728
"Jul
2021",292.86,CLT,BOS,728
"Aug
2021",306.87,CLT,BOS,728
"Aug
2021",386.86,CLT,BOS,728
"Sep
2021",252.85,CLT,BOS,728
year,price,,,
